user_id,product_id,interaction_type,interaction_score,product_category,product_description,review_text,semantic_vector,latent_user_feature,latent_item_feature,target_recommendation_score
U008,P072,add_to_cart,0.495,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.139, 0.348, 0.362, 0.506, 0.398]",-0.283,-0.258,0.347
U093,P100,review,0.692,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.934, 0.966, 0.543, 0.568, 0.117]",0.862,0.029,0.922
U143,P087,view,0.203,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.643, 0.986, 0.299, 0.065, 0.643]",-0.073,-0.874,-0.044
U090,P092,review,0.38,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.942, 0.467, 0.777, 0.774, 0.04]",0.054,0.667,0.619
U071,P064,view,0.363,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.726, 0.111, 0.334, 0.714, 0.693]",-0.32,-0.386,0.196
U054,P073,add_to_cart,0.595,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.156, 0.662, 0.152, 0.069, 0.166]",-0.373,-0.026,0.484
U041,P008,view,0.148,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.748, 0.046, 0.99, 0.256, 0.192]",-0.159,-0.577,-0.024
U152,P052,add_to_cart,0.566,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.503, 0.602, 0.362, 0.868, 0.093]",-0.307,-0.124,0.436
U001,P019,view,0.237,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.74, 0.099, 0.002, 0.187, 0.304]",-0.685,0.758,0.3
U184,P047,view,0.396,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.094, 0.587, 0.447, 0.803, 0.467]",0.298,-0.595,0.269
U189,P067,review,0.667,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.733, 0.17, 0.763, 0.405, 0.542]",0.238,0.727,0.937
U183,P076,purchase,0.861,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.138, 0.396, 0.502, 0.979, 0.965]",0.448,0.797,1.218
U133,P072,add_to_cart,0.631,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.714, 0.12, 0.069, 0.019, 0.989]",-0.711,-0.303,0.348
U158,P077,view,0.293,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.416, 0.715, 0.597, 0.763, 0.219]",0.8,-0.487,0.385
U044,P047,purchase,0.995,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.735, 0.822, 0.575, 0.754, 0.209]",0.681,-0.833,0.903
U168,P085,view,0.142,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.946, 0.135, 0.379, 0.665, 0.555]",-0.257,-0.966,-0.213
U085,P030,purchase,0.924,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.422, 0.921, 0.295, 0.044, 0.326]",-0.093,0.446,1.078
U022,P013,add_to_cart,0.611,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.508, 0.002, 0.863, 0.065, 0.915]",-0.956,-0.319,0.242
U025,P013,add_to_cart,0.455,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.146, 0.95, 0.167, 0.957, 0.19]",0.833,-0.131,0.666
U143,P064,review,0.899,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.237, 0.081, 0.399, 0.23, 0.358]",0.535,0.136,1.091
U101,P075,purchase,0.792,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.235, 0.948, 0.554, 0.659, 0.283]",0.826,-0.303,0.974
U156,P066,purchase,0.931,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.092, 0.084, 0.123, 0.404, 0.662]",0.043,0.294,1.046
U159,P078,view,0.389,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.659, 0.387, 0.59, 0.429, 0.467]",-0.295,-0.906,0.019
U004,P083,review,0.641,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.27, 0.969, 0.324, 0.671, 0.83]",-0.304,0.158,0.561
U188,P011,purchase,0.983,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.675, 0.729, 0.112, 0.026, 0.66]",-0.452,0.606,1.039
U078,P011,purchase,0.815,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.879, 0.651, 0.785, 0.428, 0.246]",-0.343,-0.68,0.536
U111,P077,review,0.51,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.65, 0.035, 0.159, 0.303, 0.626]",0.288,-0.672,0.442
U047,P056,add_to_cart,0.439,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.844, 0.509, 0.521, 0.574, 0.079]",-0.065,0.59,0.549
U011,P007,purchase,0.836,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.729, 0.602, 0.742, 0.17, 0.813]",-0.163,0.404,0.906
U128,P011,purchase,0.781,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.049, 0.6, 0.715, 0.192, 0.89]",0.593,0.842,1.164
U146,P029,review,0.489,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.341, 0.609, 0.287, 0.675, 0.198]",0.567,-0.777,0.405
U030,P040,view,0.125,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.962, 0.637, 0.073, 0.0, 0.861]",0.927,0.468,0.506
U045,P083,view,0.213,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.308, 0.798, 0.823, 0.013, 0.861]",-0.477,0.349,0.199
U142,P013,add_to_cart,0.62,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.873, 0.638, 0.657, 0.46, 0.714]",0.653,-0.194,0.796
U091,P065,purchase,0.702,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.485, 0.584, 0.358, 0.161, 0.032]",0.253,0.914,1.067
U077,P010,add_to_cart,0.456,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.806, 0.894, 0.226, 0.345, 0.846]",-0.891,-0.805,-0.005
U132,P081,purchase,0.704,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.956, 0.388, 0.646, 0.015, 0.833]",0.348,-0.677,0.556
U119,P049,add_to_cart,0.568,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.35, 0.599, 0.653, 0.548, 0.249]",0.235,-0.512,0.495
U038,P039,view,0.35,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.372, 0.348, 0.245, 0.813, 0.673]",-0.241,0.369,0.35
U118,P035,view,0.321,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.967, 0.683, 0.168, 0.308, 0.622]",0.744,-0.94,0.218
U148,P003,review,0.416,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.173, 0.657, 0.23, 0.415, 0.122]",0.284,-0.179,0.433
U008,P096,view,0.388,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.652, 0.952, 0.367, 0.111, 0.778]",-0.22,0.677,0.56
U066,P068,add_to_cart,0.581,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.524, 0.735, 0.257, 0.991, 0.937]",0.481,0.519,0.837
U056,P061,review,0.317,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.437, 0.335, 0.7, 0.186, 0.609]",-0.025,-0.058,0.329
U174,P001,purchase,0.72,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.968, 0.457, 0.142, 0.438, 0.423]",-0.007,-0.696,0.531
U140,P058,view,0.216,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.672, 0.68, 0.976, 0.853, 0.004]",-0.017,-0.241,0.115
U030,P039,purchase,0.909,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.954, 0.038, 0.156, 0.508, 0.806]",0.846,0.556,1.293
U101,P089,view,0.314,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.193, 0.364, 0.472, 0.51, 0.991]",0.424,-0.175,0.394
U016,P018,add_to_cart,0.617,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.195, 0.355, 0.104, 0.646, 0.208]",-0.23,-0.635,0.32
U198,P018,add_to_cart,0.514,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.121, 0.66, 0.359, 0.947, 0.753]",-0.992,0.457,0.352
U042,P100,add_to_cart,0.574,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.876, 0.545, 0.277, 0.426, 0.258]",0.625,0.825,1.034
U183,P010,add_to_cart,0.505,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.548, 0.744, 0.735, 0.184, 0.556]",0.478,0.542,0.835
U029,P093,view,0.18,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.5, 0.217, 0.051, 0.627, 0.606]",0.269,0.785,0.545
U022,P074,purchase,0.959,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.91, 0.623, 0.619, 0.876, 0.799]",-0.694,-0.792,0.555
U142,P030,add_to_cart,0.538,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.261, 0.339, 0.113, 0.433, 0.291]",0.894,0.461,0.969
U127,P088,view,0.123,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.696, 0.505, 0.709, 0.32, 0.943]",-0.394,-0.985,-0.287
U135,P047,purchase,0.797,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.735, 0.287, 0.202, 0.04, 0.45]",0.881,0.463,1.25
U186,P099,purchase,0.796,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.166, 0.316, 0.325, 0.158, 0.714]",0.417,0.517,1.111
U119,P096,view,0.283,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.351, 0.82, 0.316, 0.01, 0.356]",0.709,0.45,0.667
U063,P043,view,0.283,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.231, 0.865, 0.789, 0.408, 0.15]",0.057,-0.226,0.248
U147,P058,review,0.734,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.178, 0.65, 0.844, 0.676, 0.256]",0.487,0.811,1.106
U038,P065,view,0.33,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.034, 0.068, 0.785, 0.399, 0.822]",-0.935,-0.033,0.02
U191,P068,add_to_cart,0.598,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.875, 0.866, 0.48, 0.025, 0.981]",0.713,-0.297,0.748
U171,P091,add_to_cart,0.562,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.212, 0.684, 0.153, 0.734, 0.87]",0.489,0.011,0.677
U085,P049,purchase,0.914,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.799, 0.357, 0.858, 0.771, 0.334]",0.633,-0.151,1.089
U187,P016,add_to_cart,0.51,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.361, 0.442, 0.06, 0.723, 0.227]",-0.137,0.618,0.646
U110,P073,add_to_cart,0.539,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.636, 0.029, 0.95, 0.407, 0.189]",0.953,0.404,0.902
U026,P092,view,0.166,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.214, 0.066, 0.178, 0.058, 0.926]",0.998,0.531,0.621
U053,P017,view,0.324,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.92, 0.277, 0.613, 0.801, 0.816]",-0.64,-0.312,0.077
U035,P050,review,0.425,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.862, 0.157, 0.563, 0.718, 0.752]",-0.556,0.478,0.382
U092,P045,add_to_cart,0.625,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.142, 0.85, 0.572, 0.651, 0.066]",-0.604,0.4,0.577
U088,P056,view,0.174,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.136, 0.029, 0.554, 0.027, 0.177]",0.735,-0.667,0.154
U082,P007,purchase,0.739,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.518, 0.093, 0.39, 0.908, 0.019]",-0.889,0.075,0.528
U168,P039,review,0.659,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.4, 0.924, 0.482, 0.543, 0.931]",-0.191,0.312,0.681
U150,P062,add_to_cart,0.517,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.895, 0.013, 0.46, 0.155, 0.101]",0.942,0.512,0.94
U027,P073,add_to_cart,0.419,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.613, 0.185, 0.481, 0.735, 0.529]",-0.675,-0.888,-0.068
U131,P043,review,0.381,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.532, 0.5, 0.271, 0.791, 0.552]",-0.61,-0.839,-0.029
U027,P068,review,0.363,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.865, 0.377, 0.886, 0.925, 0.529]",0.298,0.323,0.565
U068,P019,review,0.305,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.427, 0.236, 0.794, 0.837, 0.101]",-0.752,-0.593,-0.086
U033,P058,add_to_cart,0.491,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.448, 0.649, 0.483, 0.907, 0.809]",0.97,-0.702,0.61
U012,P063,purchase,0.944,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.333, 0.754, 0.942, 0.458, 0.907]",0.44,-0.178,1.051
U112,P079,add_to_cart,0.476,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.772, 0.811, 0.523, 0.88, 0.868]",-0.906,0.886,0.449
U037,P033,review,0.484,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.307, 0.276, 0.581, 0.712, 0.771]",-0.203,-0.293,0.343
U175,P070,purchase,0.856,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.462, 0.374, 0.61, 0.384, 0.222]",-0.079,0.306,0.888
U070,P050,add_to_cart,0.552,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.333, 0.548, 0.449, 0.359, 0.423]",0.687,0.889,0.98
U194,P056,add_to_cart,0.627,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.243, 0.837, 0.446, 0.189, 0.136]",-0.813,-0.318,0.267
U184,P068,purchase,0.902,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.55, 0.491, 0.658, 0.204, 0.027]",-0.81,0.756,0.936
